model,temperature,run,epsilon,f1_mean,f1_lo,f1_hi,mae_mean,mae_lo,mae_hi,cpmae_mean,cpmae_lo,cpmae_hi
minicpm-v4.5:8b,0.8,r1,0.5,0.5709332133142941,0.5391548969893288,0.6013935347628885,48.919303313103605,43.653051819272875,54.70125666412794,88.52393506760008,83.40969930910708,93.90811164093725
minicpm-v4.5:8b,0.8,r1,0.6,0.4080800038534318,0.37728704253547113,0.43940478653431025,50.41208284756791,43.705145494078465,57.526393623966335,105.35697045371961,100.24529469930361,111.10909455302405
minicpm-v4.5:8b,0.8,r1,0.7,0.25337479815041,0.22673600549477507,0.27902287699196826,51.6951930433761,43.9311522325442,60.91878375120539,121.6618875911812,116.68858704969476,127.25512848803523
minicpm-v4.5:8b,0.8,r1,0.8,0.13884219218366212,0.11563399856628395,0.1619002717221231,39.48753552884127,33.90140419199595,45.249717293233076,137.66478906746576,132.41040754502637,143.47711815452598
minicpm-v4.5:8b,0.8,r1,0.9,0.07481455169575549,0.05707534246575342,0.09280506569826943,44.45884037008101,36.15379310344827,53.108580008580006,144.2105434652917,139.1731644147658,149.71147101713453
minicpm-v4.5:8b,1.0,r1,0.5,0.5690102401396794,0.5376703122698483,0.5996731109621125,49.909778823037314,44.75168096568236,55.659066444819395,89.08966015098257,83.88517266967747,94.33386509365072
minicpm-v4.5:8b,1.0,r1,0.6,0.399268349190085,0.3710436305457062,0.42833802952340166,50.85810508892822,45.24178124383994,57.121632697293954,105.09147469774459,99.8746157508161,110.47586622151246
minicpm-v4.5:8b,1.0,r1,0.7,0.23912702800086483,0.21290262493776718,0.2661828771257538,51.21197303722915,44.55808856502242,59.10536537457138,123.23600275595624,118.00619449033901,129.1711453176312
minicpm-v4.5:8b,1.0,r1,0.8,0.11461325489557261,0.09311691430204856,0.13741486714153303,38.13357770918723,31.813970124132126,44.774428630363026,139.6034326421409,134.3455082074578,145.46897071460876
minicpm-v4.5:8b,1.0,r1,0.9,0.06253009512688705,0.047692654581062456,0.07761537283916066,40.17013283599511,31.84375,48.661841397849464,144.88389415539166,139.93574597683863,150.3982728392622
minicpm-v4.6,0.0,r1,0.5,0.4447433054479532,0.4005743740795287,0.4879967106761914,70.05784376820057,62.215785487556474,79.37922063050372,122.62138923824914,116.33495738721223,128.99787740170848
minicpm-v4.6,0.0,r1,0.6,0.2864204555864386,0.2486021409887945,0.320808157535432,78.11597039979486,67.15344387755103,91.67116208543037,131.30890147153625,125.90727485380117,136.77582200668604
minicpm-v4.6,0.0,r1,0.7,0.20310897586992177,0.17341554201395623,0.2336392502255079,75.45414476103527,63.82282738095238,88.95693247126437,135.9491800332279,130.9545001138045,141.58567336309525
