model,temperature,epsilon,n,w0,k,mae_raw,medae_raw,mae_cal_insample,medae_cal_insample,mae_cal_cv,medae_cal_cv
ministral-3:8b,0.8,0.9,17,139.44,0.042,43.8235294117647,37.0,29.790203533885034,22.528939585973774,32.31855877158803,24.244601045692207
ministral-3:8b,1.0,0.5,338,78.84,0.461,59.16568047337278,39.0,51.97819735783832,37.94955827007294,52.332066087786686,38.3860840963935
ministral-3:8b,1.0,0.6,208,102.81,0.35,60.02884615384615,40.0,50.46371765923943,34.06535254468211,51.05322796342435,34.22493616400752
ministral-3:8b,1.0,0.7,101,123.85,0.212,53.554455445544555,40.0,41.21630979632654,28.296861975077917,42.02632263236012,29.372472601535463
ministral-3:8b,1.0,0.8,35,144.87,0.039,49.0,50.0,29.652237954080977,25.655367959788578,31.319050289923457,26.760330578512423
ministral-3:8b,1.0,0.9,15,157.08,-0.017,42.06666666666667,41.0,23.271974110032364,25.069902912621416,26.344099242350357,27.43130311614732
mistral-small3.1:24b,0.0,0.5,458,58.06,0.643,47.78165938864629,30.5,46.069039904647404,32.59510044963075,46.32683460449212,32.76661091041095
mistral-small3.1:24b,0.0,0.6,355,53.26,0.689,46.901408450704224,34.0,44.602085282140465,31.61490789824947,44.91040880880662,31.84550984935612
mistral-small3.1:24b,0.0,0.7,262,42.46,0.774,46.05343511450382,36.0,44.49833414323373,32.60582681141392,44.94710276790779,32.85877552202783
mistral-small3.1:24b,0.0,0.8,171,54.26,0.634,37.07602339181287,29.0,31.110446425242458,22.35255720283999,31.61839031980564,22.517754846215098
mistral-small3.1:24b,0.0,0.9,107,64.11,0.593,38.728971962616825,28.0,32.84959432374278,24.133145732719754,33.943032599248944,24.364698542703138
mistral-small3.1:24b,0.2,0.5,464,62.99,0.624,48.314655172413794,30.0,47.26803651745353,33.29305743633283,47.523752537256065,33.524949103840584
mistral-small3.1:24b,0.2,0.6,356,57.6,0.657,46.12359550561798,34.0,43.452357456320414,31.09234556149468,43.74198053592862,31.292925188519263
mistral-small3.1:24b,0.2,0.7,259,51.43,0.71,45.72586872586873,36.0,43.46486167869088,31.15260286396324,43.86512831282146,31.430895798757717
mistral-small3.1:24b,0.2,0.8,167,70.23,0.513,39.035928143712574,33.0,31.71247147015767,24.4244761051325,32.2011016552558,25.502429904871178
mistral-small3.1:24b,0.2,0.9,104,95.22,0.358,41.625,33.5,32.3901969401892,25.608173872111678,33.24167629956037,26.079914190025377
mistral-small3.1:24b,0.4,0.5,447,63.72,0.631,48.74720357941835,32.0,48.75481504418303,36.281213397209655,49.02126069193169,36.56695561572212
mistral-small3.1:24b,0.4,0.6,337,69.67,0.606,49.089020771513354,36.0,47.63583041227635,35.521605164133064,47.99811675935952,35.51702316906079
mistral-small3.1:24b,0.4,0.7,233,65.25,0.674,48.00858369098712,37.0,47.03031389088767,36.09371808723455,47.50621955665391,36.33254047833947
mistral-small3.1:24b,0.4,0.8,150,59.97,0.623,35.14666666666667,29.0,30.41283416704519,23.182827006477773,30.927976429650734,23.78693559239109
mistral-small3.1:24b,0.4,0.9,99,71.27,0.55,37.696969696969695,30.0,31.667833170752036,23.78928257697936,32.491382555089444,24.061937387963667
mistral-small3.1:24b,0.6,0.5,432,59.72,0.626,48.386574074074076,31.5,47.018563396978706,34.77974178959232,47.25203073806804,34.93268796545317
mistral-small3.1:24b,0.6,0.6,330,55.0,0.649,45.49090909090909,34.0,42.54377454441644,33.1664910104146,42.790510003513745,33.35926764088954
mistral-small3.1:24b,0.6,0.7,235,58.13,0.661,46.765957446808514,36.0,43.15570684210783,31.80793195029932,43.51332143439677,32.01980295566497
mistral-small3.1:24b,0.6,0.8,141,68.78,0.537,36.808510638297875,29.0,29.548043508637445,24.360891351167055,30.116392350680034,24.36701283555871
mistral-small3.1:24b,0.6,0.9,89,83.19,0.459,40.842696629213485,34.0,31.201012500754135,22.26070605669969,32.17757257034441,23.40404135930902
mistral-small3.1:24b,0.8,0.5,410,65.56,0.598,50.12682926829268,30.5,48.4517584295701,35.05031137754716,48.73595992565204,35.19445336437815
mistral-small3.1:24b,0.8,0.6,316,65.28,0.608,46.72784810126582,30.0,44.81620935714339,31.55491188761465,45.156837991220144,31.246667227453244
mistral-small3.1:24b,0.8,0.7,217,81.32,0.544,49.07373271889401,34.0,45.66032994415845,31.86417337649999,46.184093718087695,31.972184728567896
mistral-small3.1:24b,0.8,0.8,137,64.8,0.558,35.45985401459854,26.0,29.874371814290726,22.549254200973508,30.388278678544307,22.718243194235995
mistral-small3.1:24b,0.8,0.9,86,67.95,0.547,35.906976744186046,27.0,29.583130894907057,22.0809346804266,30.52155390068665,22.030769396728772
mistral-small3.1:24b,1.0,0.5,396,68.1,0.566,53.94444444444444,33.0,49.065002929751344,36.78948253759745,49.36280618531757,37.140994198113404
mistral-small3.1:24b,1.0,0.6,297,72.53,0.554,52.83838383838384,34.0,47.37341620426887,33.23611438542952,47.777493691249894,33.01114202303083
mistral-small3.1:24b,1.0,0.7,199,76.71,0.561,53.64824120603015,36.0,48.010402327790274,35.105488722639905,48.68109377922997,35.9686183013344
mistral-small3.1:24b,1.0,0.8,130,86.36,0.411,42.4,32.0,31.972433305363303,26.88957347850551,32.5877431554361,27.64208929739827
mistral-small3.1:24b,1.0,0.9,81,96.53,0.319,42.925925925925924,36.0,31.60399375175073,24.93993057353802,32.48536360044999,25.418562482283676
qwen2.5vl:3b,0.8,0.5,28,111.33,0.285,66.64285714285714,46.0,53.10905469838357,32.11451292589099,56.14824467617932,29.515311876991248
qwen2.5vl:3b,0.8,0.6,18,93.17,0.273,62.166666666666664,53.0,38.8884126973704,25.308959891200715,43.942823563559436,26.818182892574193
qwen2.5vl:3b,0.8,0.7,15,90.36,0.29,61.46666666666667,49.0,42.89971848048572,31.131236876820424,49.42108294568892,34.93255018832585
qwen2.5vl:3b,0.8,0.8,10,88.6,0.061,58.6,53.0,31.91729174645303,34.657246680144986,40.08782657676333,42.608557816538514
qwen2.5vl:3b,1.0,0.5,80,105.09,0.488,76.20625,56.5,60.4904692106046,46.31673924218847,62.4449842383897,47.443254485052854
qwen2.5vl:3b,1.0,0.6,58,95.1,0.637,81.31896551724138,63.5,60.985769845379416,44.04464942055343,63.5976426279801,44.345504119639145
qwen2.5vl:3b,1.0,0.7,37,81.25,0.778,82.52702702702703,68.0,66.22706712900789,43.593499150348606,70.8993461517463,46.66806282815929
qwen2.5vl:3b,1.0,0.8,24,101.28,0.235,56.625,63.0,37.53192521700192,32.05714933586428,40.48331665866176,35.31380068517316
qwen2.5vl:3b,1.0,0.9,12,105.81,0.356,52.833333333333336,54.5,35.99580909809605,28.615570470716108,44.24082451942176,37.81886764169435
qwen2.5vl:7b,0.0,0.5,566,11.08,1.281,53.851590106007066,40.0,47.189614291050205,32.19867177575475,47.38303172912411,32.45648199951884
qwen2.5vl:7b,0.0,0.6,475,12.04,1.282,56.42526315789474,41.0,49.74804233642566,35.163058139676906,49.98704411688805,35.12162234028469
qwen2.5vl:7b,0.0,0.7,350,1.84,1.355,52.308571428571426,36.0,46.63202351534017,32.0,46.90171973459308,32.32371324973016
qwen2.5vl:7b,0.0,0.8,259,16.57,1.143,43.23166023166023,31.0,40.10496580848144,28.849792207331575,40.43653686416404,29.18058737825629
qwen2.5vl:7b,0.0,0.9,129,56.87,0.903,53.74418604651163,40.0,43.20700201266723,31.2650056832766,43.9123572898044,31.84547657172746
qwen2.5vl:7b,0.2,0.5,556,10.83,1.237,51.26798561151079,36.5,46.74139871153769,35.430365020135625,46.92260808668222,35.54889192368168
qwen2.5vl:7b,0.2,0.6,464,4.46,1.305,52.793103448275865,39.0,47.965146860823374,35.00866159425138,48.20127195561436,35.14174930061712
qwen2.5vl:7b,0.2,0.7,347,2.29,1.289,48.00864553314121,34.0,43.66623437251838,32.65058731098222,43.92105119158536,32.485076688113224
qwen2.5vl:7b,0.2,0.8,259,20.28,1.041,39.351351351351354,30.0,37.426521043575846,26.488788639602717,37.683725994463316,26.670766932744726
qwen2.5vl:7b,0.2,0.9,124,54.55,0.834,44.21774193548387,33.5,36.5219116775649,29.700491459877696,37.13067270740152,30.231851678399096
qwen2.5vl:7b,0.4,0.5,550,13.21,1.211,51.18909090909091,38.5,46.43787404783579,33.8662159681235,46.630877465341584,33.95414675011065
qwen2.5vl:7b,0.4,0.6,468,13.21,1.21,52.35897435897436,40.0,47.91699172935123,34.34388642182927,48.15578405127724,34.56491996369638
qwen2.5vl:7b,0.4,0.7,350,11.47,1.181,47.83714285714286,37.0,44.19882974076458,30.548070467692277,44.477900993325136,30.76350396250998
qwen2.5vl:7b,0.4,0.8,266,30.38,0.913,38.13157894736842,33.0,35.8538179358276,27.32093964049863,36.091638875877685,27.55689112177052
qwen2.5vl:7b,0.4,0.9,130,79.56,0.585,45.276923076923076,37.0,35.115905220342576,29.43254180707339,35.651343337142045,29.504319652522014
qwen2.5vl:7b,0.6,0.5,536,27.37,1.071,51.01679104477612,33.5,47.91944774966251,32.50389423142721,48.131459872588415,32.573506570650295
qwen2.5vl:7b,0.6,0.6,437,22.91,1.132,54.816933638443935,39.0,50.947347732202516,36.08909670770572,51.18270238709406,36.394092754718
qwen2.5vl:7b,0.6,0.7,323,18.86,1.153,51.136222910216716,35.0,47.10104330090499,33.85153089570679,47.38340185900609,34.12171200083333
qwen2.5vl:7b,0.6,0.8,229,32.17,0.969,45.92576419213974,31.0,44.32710820453519,31.551844618067122,44.72992794591179,31.839195455841136
qwen2.5vl:7b,0.6,0.9,118,72.71,0.708,51.24576271186441,39.0,42.553141401159216,34.0,43.28980205051748,34.318171918747595
qwen2.5vl:7b,0.8,0.5,516,32.58,1.038,56.93217054263566,45.0,52.42241612333042,37.29842912168408,52.663224690423306,37.27515647163459
qwen2.5vl:7b,0.8,0.6,421,35.51,1.002,57.95961995249406,46.0,53.08611694707112,36.28457849332597,53.36386374484268,36.319324577690594
qwen2.5vl:7b,0.8,0.7,300,40.74,0.93,54.52333333333333,45.0,49.539407000686346,37.23987645847633,49.92563008062504,37.43793979488176
qwen2.5vl:7b,0.8,0.8,217,58.01,0.686,49.92165898617512,43.0,45.38292857362123,34.90189093038566,45.83239350765668,35.23894523737944
qwen2.5vl:7b,0.8,0.9,115,92.99,0.471,50.33913043478261,43.0,36.31179282422769,26.476509322098053,37.07867496092959,26.910807109324992
qwen2.5vl:7b,1.0,0.5,494,57.18,0.797,59.25708502024292,45.0,54.79487642805093,42.043895663420315,55.05183458028542,42.341291039655616
qwen2.5vl:7b,1.0,0.6,400,59.58,0.761,58.26,45.5,54.322123659951416,42.65106277689188,54.637344503136326,42.931028424143946
qwen2.5vl:7b,1.0,0.7,261,68.13,0.658,54.490421455938694,44.0,48.49358509411603,38.11864720967168,48.96677844190938,38.38356499260118
qwen2.5vl:7b,1.0,0.8,188,75.81,0.524,49.8936170212766,42.0,43.42405587315214,36.39108194198761,43.89891534749002,36.682420621639125
qwen2.5vl:7b,1.0,0.9,98,108.37,0.371,58.57142857142857,49.0,40.36472484830956,29.562082904345985,41.31002293494308,30.251392066848524
qwen3-vl:2b,0.0,0.5,71,147.47,0.208,62.87323943661972,35.0,59.900120937850694,46.40591218989519,62.68478267110631,48.234855201053904
qwen3-vl:2b,0.0,0.6,60,170.93,0.106,68.41666666666667,38.5,61.65779916514933,47.90964661290923,65.43860399446173,50.24764759778478
qwen3-vl:2b,0.0,0.7,40,32.44,0.979,39.3,32.0,29.337599137215864,19.334444997511156,30.46938119523076,18.648245233938326
qwen3-vl:2b,0.0,0.8,32,39.48,0.975,37.65625,29.0,25.872925151178578,23.75237566333456,27.808859856119717,24.817764165390514
qwen3-vl:2b,0.0,0.9,16,21.06,1.218,45.4375,38.0,32.49157150625341,33.0,35.94679080284237,35.57268464243846
qwen3-vl:2b,0.2,0.5,80,125.86,0.273,56.425,38.5,50.689167295479706,40.37357553192071,52.11494797458003,41.65913693856885
qwen3-vl:2b,0.2,0.6,63,154.67,0.074,59.20634920634921,37.0,47.61802941754687,37.08021553804082,49.59308404834942,37.95995324010008
qwen3-vl:2b,0.2,0.7,47,157.64,0.075,59.91489361702128,34.0,52.057040558059136,36.8801160565466,55.55484927454126,39.18179479759496
qwen3-vl:2b,0.2,0.8,43,77.67,0.627,42.627906976744185,32.0,32.745219776905586,30.413558715678306,34.61901947174152,31.708463088477714
qwen3-vl:2b,0.2,0.9,21,67.12,0.772,49.38095238095238,46.0,35.04222664675626,35.67116724738679,39.246826236643834,37.53483043079737
qwen3-vl:2b,0.4,0.5,147,94.2,0.561,66.68707482993197,45.0,62.73803764705562,46.30649660019077,63.66035935194449,46.67070398182787
qwen3-vl:2b,0.4,0.6,119,104.89,0.49,66.81512605042016,47.0,60.38022465327664,43.871099263230235,61.55457896936257,44.12762118695713
qwen3-vl:2b,0.4,0.7,85,70.34,0.721,55.294117647058826,46.0,50.26167557932265,40.884848484848476,51.73856269948856,41.37909000851727
qwen3-vl:2b,0.4,0.8,58,93.25,0.402,44.724137931034484,25.5,42.523877389687456,37.0,44.49871763505027,37.02337437153518
qwen3-vl:2b,0.4,0.9,31,130.84,0.063,53.064516129032256,25.0,38.348512006452715,27.100321236325726,41.38396354701947,29.465277133042377
qwen3-vl:2b,0.6,0.5,268,105.3,0.461,69.04477611940298,46.0,59.03805846110242,46.58544994332496,59.62091213577798,46.935816616799656
qwen3-vl:2b,0.6,0.6,202,106.49,0.473,69.14603960396039,50.0,55.74978927464411,40.66084803174434,56.60313125907791,41.14455185230352
qwen3-vl:2b,0.6,0.7,141,67.52,0.78,58.97517730496454,53.0,46.75331160819692,41.46288293931934,47.531380704496165,41.69955158963836
qwen3-vl:2b,0.6,0.8,101,95.25,0.348,50.45544554455446,38.0,36.83334042315736,33.57311432734352,37.64326563850792,34.317627958833896
qwen3-vl:2b,0.6,0.9,61,129.04,0.098,59.36065573770492,52.0,33.7202288386203,25.192467773180226,34.99859259756388,26.24477746423628
qwen3-vl:2b,0.8,0.5,312,120.21,0.386,78.90064102564102,58.0,63.527030838504544,46.289114299670274,63.95486735368521,46.54600993082957
qwen3-vl:2b,0.8,0.6,234,125.15,0.35,79.11965811965813,60.0,59.74328307533458,43.78194053990734,60.27458010722808,43.852454494880035
qwen3-vl:2b,0.8,0.7,173,111.57,0.448,75.878612716763,58.0,57.241578383358636,42.708041052576135,57.967073383492405,43.83638295851425
qwen3-vl:2b,0.8,0.8,110,121.32,0.118,63.54545454545455,55.5,40.60220042809623,35.137018804555595,41.41152197724345,35.333109428657224
qwen3-vl:2b,0.8,0.9,64,146.69,-0.004,74.5625,69.5,35.2418885492208,29.524128220953543,36.50231602992024,30.69479814796408
qwen3-vl:2b,1.0,0.5,284,118.3,0.411,82.88380281690141,65.0,66.7479939812409,53.16318380557803,67.16901448663106,53.170441460469306
qwen3-vl:2b,1.0,0.6,184,116.88,0.455,80.90760869565217,68.5,59.935806910854716,46.13761058644688,60.59952044342064,47.67818395043023
qwen3-vl:2b,1.0,0.7,138,96.06,0.587,72.1231884057971,62.5,52.427413029481926,41.16238937638407,53.13054150824397,40.31788334641
qwen3-vl:2b,1.0,0.8,83,99.41,0.292,60.566265060240966,61.0,37.04951526246392,32.39741725212923,37.904609065435714,32.803540952409804
qwen3-vl:2b,1.0,0.9,41,119.99,0.205,69.95121951219512,71.0,30.016474347135865,21.574584461270803,31.939872991283575,26.256646652406545
qwen3-vl:4b,0.0,0.5,222,40.73,0.937,54.7972972972973,30.0,55.38406676853729,37.216348771078,56.03949728963514,37.650324883179465
qwen3-vl:4b,0.0,0.6,161,51.02,0.89,58.577639751552795,37.0,57.23600508071477,39.22646551065452,58.133931373582875,39.73652901866575
qwen3-vl:4b,0.0,0.7,122,38.42,1.025,60.65573770491803,40.0,58.09404860499301,37.506921462390764,59.355988819182706,39.24741841170622
qwen3-vl:4b,0.0,0.8,66,71.08,0.59,36.878787878787875,28.0,30.153139544180835,22.21349328097194,31.30779987691838,23.087446346546045
qwen3-vl:4b,0.0,0.9,42,72.93,0.567,40.42857142857143,29.5,32.56810116150299,20.49762033531637,34.46377600436366,20.898285003406258
qwen3-vl:4b,0.2,0.5,218,57.83,0.776,49.423853211009174,28.0,51.02545766459409,38.91245924534253,51.621096009815496,38.64705159245629
qwen3-vl:4b,0.2,0.6,157,87.98,0.584,53.002292993630576,35.0,51.877199810924914,39.866948491608696,52.6929403938828,40.74866252772489
qwen3-vl:4b,0.2,0.7,113,36.22,0.95,48.66053097345132,35.0,47.37145117170056,37.172750397550175,48.18131442458612,38.88855804883323
qwen3-vl:4b,0.2,0.8,73,54.31,0.731,35.433424657534246,28.0,32.950791564091816,28.036712632252176,33.71849531021753,28.894469904728908
qwen3-vl:4b,0.2,0.9,48,61.0,0.669,36.958333333333336,28.5,34.354678527722875,28.380811789171034,36.18351222624556,29.202659023843864
qwen3-vl:4b,0.4,0.5,256,32.86,0.965,48.37890625,28.0,48.441462767879834,33.69757134727928,48.97677372385725,33.89791379825935
qwen3-vl:4b,0.4,0.6,188,39.91,0.924,50.170212765957444,34.0,49.81285388917215,38.307134264822274,50.56892714858657,38.2860272139147
qwen3-vl:4b,0.4,0.7,141,46.39,0.913,52.751773049645394,32.0,52.421902299267146,39.89516913670667,53.38885552586424,41.02478578981348
qwen3-vl:4b,0.4,0.8,81,44.07,0.763,32.592592592592595,24.0,29.884251884240896,25.520891697702808,30.774561425832864,25.969171097486367
qwen3-vl:4b,0.4,0.9,56,41.45,0.798,36.375,30.5,33.33953571247464,28.23805678755187,35.006699989218966,29.4680256187509
qwen3-vl:4b,0.6,0.5,283,67.72,0.741,56.19081272084806,27.0,58.5267010624611,45.694134831090594,59.00177742442539,46.079721028824565
qwen3-vl:4b,0.6,0.6,211,78.13,0.714,61.492890995260666,33.0,62.95587541371488,48.81018163437116,63.708313682430074,48.93088833876074
qwen3-vl:4b,0.6,0.7,153,68.63,0.842,63.967320261437905,37.0,64.78177035620247,50.25481452330121,65.84251938938549,50.77535205247351
qwen3-vl:4b,0.6,0.8,75,53.09,0.726,36.12,24.0,33.722979556887715,24.98168890554072,34.944353727458804,25.42340931355281
qwen3-vl:4b,0.6,0.9,48,58.84,0.708,39.541666666666664,23.5,38.998658275214915,31.16100697421247,41.36623258602999,31.872529965902956
qwen3-vl:4b,0.8,0.5,319,41.95,0.904,49.95141065830721,31.0,49.694143523987705,36.3446145769184,50.00114092655981,36.45917041991359
qwen3-vl:4b,0.8,0.6,229,41.24,0.95,52.83187772925764,37.0,50.35414582878164,40.278755107339975,50.78762017347691,40.59207863951862
qwen3-vl:4b,0.8,0.7,163,40.19,0.962,55.08588957055215,40.0,52.193597345781576,40.688303298955276,52.896439864979776,41.81338852268246
qwen3-vl:4b,0.8,0.8,91,74.71,0.544,36.94505494505494,31.0,31.89758187436048,24.043402041407944,32.738153341379444,24.331062668196267
qwen3-vl:4b,0.8,0.9,59,75.41,0.534,40.101694915254235,31.0,37.44894906959806,30.53483713105976,39.05420044232878,31.100341116181994
qwen3-vl:4b,1.0,0.5,292,64.57,0.707,54.842465753424655,30.5,56.44376647463566,41.90780227002705,56.84691859544865,41.82396512655128
qwen3-vl:4b,1.0,0.6,202,89.8,0.58,62.054455445544555,38.5,63.464167876588874,47.82901391206953,64.18987306066364,47.56063604011187
qwen3-vl:4b,1.0,0.7,143,72.45,0.682,57.50349650349651,37.0,58.56437303930143,47.1938097911804,59.39257147312735,47.47103240677359
qwen3-vl:4b,1.0,0.8,79,67.75,0.555,38.0253164556962,29.0,35.90953233315026,29.99829895323728,37.003983426596484,30.593416288439045
qwen3-vl:4b,1.0,0.9,54,83.04,0.476,40.81481481481482,31.5,35.765717878090335,24.89670136748512,37.33376286428927,26.692598072168508
qwen3-vl:8b,0.0,0.5,312,32.18,0.991,50.07692307692308,30.0,50.392492196999655,33.73113010477124,50.81788035993739,34.171821223589475
qwen3-vl:8b,0.0,0.6,226,46.55,0.904,54.14159292035398,36.0,53.364042698244305,38.22094669987872,54.0636903947529,38.9592532795376
qwen3-vl:8b,0.0,0.7,164,40.57,0.992,56.48170731707317,36.0,54.05900947855522,38.31122885291947,55.12453144762657,39.07664930576097
qwen3-vl:8b,0.0,0.8,88,22.66,0.986,36.21590909090909,25.5,34.54630794086816,26.222030596429832,35.58166596162517,26.96115646074685
qwen3-vl:8b,0.0,0.9,60,3.54,1.136,36.0,25.5,35.15426194661354,28.443861189383227,36.64740973142304,28.830778419180618
qwen3-vl:8b,0.2,0.5,370,67.18,0.696,49.597297297297295,28.5,51.753359477776485,41.61226598914429,52.66014248841884,41.67136179074615
qwen3-vl:8b,0.2,0.6,253,96.4,0.559,58.047430830039524,35.0,56.26630554991661,41.49576901803539,57.91785573639304,41.18172781850433
qwen3-vl:8b,0.2,0.7,186,102.99,0.532,58.0,34.0,57.78452310620101,42.23818035377508,60.90866793809141,42.39282510662419
qwen3-vl:8b,0.2,0.8,100,60.77,0.649,36.76,28.5,35.17104769818681,26.0,36.04670410662049,26.49861902890737
qwen3-vl:8b,0.2,0.9,64,66.85,0.622,35.359375,26.5,33.12622306398586,23.862727939102896,34.41110996685009,24.233676527141867
qwen3-vl:8b,0.4,0.5,306,52.11,0.823,50.80392156862745,29.0,52.949108125519246,38.41900941509661,53.403694477918194,38.69619401296393
qwen3-vl:8b,0.4,0.6,214,60.16,0.807,55.18691588785047,36.0,54.67136965459832,41.554385849616324,55.35199572199964,42.03233136384969
qwen3-vl:8b,0.4,0.7,159,59.97,0.795,55.55345911949686,37.0,54.94801242580473,43.50647588320257,56.0391648766518,43.7286885101644
qwen3-vl:8b,0.4,0.8,83,123.09,0.145,43.674698795180724,33.0,39.233908832495395,30.413859238462095,40.89652243660652,32.88813454260861
qwen3-vl:8b,0.4,0.9,57,93.32,0.362,39.175438596491226,29.0,34.670010360432435,30.67382005198894,35.929579684990244,31.323848023690175
qwen3-vl:8b,0.6,0.5,358,50.28,0.863,53.51117318435754,30.0,55.837172830977856,38.43839135138616,56.159150429198625,38.804567954133844
qwen3-vl:8b,0.6,0.6,253,71.29,0.757,60.41106719367589,35.0,60.666079770840106,41.01915386885719,61.21253877519812,41.02586711562077
qwen3-vl:8b,0.6,0.7,191,62.46,0.825,59.80104712041885,35.0,60.49905724374715,42.05899596962641,61.24295242728312,42.4729081446161
qwen3-vl:8b,0.6,0.8,102,66.68,0.545,33.68627450980392,27.0,30.573206164116982,22.37791646494432,31.231195333403843,23.072544265443398
qwen3-vl:8b,0.6,0.9,56,65.83,0.539,31.857142857142858,25.5,28.97609061198171,23.524675866515793,30.13165833167076,23.97501726921702
qwen3-vl:8b,0.8,0.5,339,57.27,0.803,56.24424778761062,30.0,58.26986428724016,44.40202361937483,58.80737777499707,44.84868123679948
qwen3-vl:8b,0.8,0.6,244,72.31,0.706,57.777868852459015,34.0,57.178787020820984,43.84699119883979,57.80353636089791,44.064955934088374
qwen3-vl:8b,0.8,0.7,181,51.84,0.869,55.81657458563536,36.0,53.69683452791522,41.10901281702044,54.44755417685549,43.22172976196535
qwen3-vl:8b,0.8,0.8,92,91.35,0.364,41.75869565217391,33.5,35.71479345478907,28.0,36.731761000406436,28.370634190718775
qwen3-vl:8b,0.8,0.9,54,96.89,0.351,44.96296296296296,37.0,36.44212747257897,30.007497720919233,38.30061120052987,30.85851116988559
qwen3-vl:8b,1.0,0.5,354,81.05,0.595,58.4774011299435,33.0,61.47648274273384,46.85590052942659,62.36723505056304,46.567012612823696
qwen3-vl:8b,1.0,0.6,257,100.27,0.501,63.793774319066145,38.0,64.19474095305061,47.912111796158456,65.44535869747631,48.259672443777504
qwen3-vl:8b,1.0,0.7,177,113.24,0.487,67.24858757062147,42.0,67.80924356364426,52.97428758145202,70.31263236339281,53.302757112851026
qwen3-vl:8b,1.0,0.8,90,95.89,0.354,43.46666666666667,34.0,37.55250244584427,30.464163241182746,38.616428792047124,30.56635731346894
qwen3-vl:8b,1.0,0.9,62,80.93,0.515,42.66129032258065,32.0,38.19869860521786,30.621695364849117,39.85270309625205,30.969354266542936
